player_id,player_name,position,age,season,team,fantasy_points_ppr,fantasy_points_standard
00-0030035,Adam Thielen,WR,33,2023,CAR,227,124
00-0030035,Adam Thielen,WR,34,2024,CAR,23,15
00-0039890,Adonai Mitchell,WR,22,2024,IND,53,30
00-0039747,Ainias Smith,WR,23,2024,PHI,14,10
00-0030669,Albert Wilson,WR,22,2014,KC,40,24
00-0030669,Albert Wilson,WR,23,2015,KC,17,12
00-0030669,Albert Wilson,WR,23,2015,KC,79,47
00-0030669,Albert Wilson,WR,24,2016,KC,8,6
00-0030669,Albert Wilson,WR,24,2016,KC,82,51
00-0030669,Albert Wilson,WR,25,2017,KC,116,74
00-0030669,Albert Wilson,WR,26,2018,MIA,95,69
00-0030669,Albert Wilson,WR,27,2019,MIA,87,44
00-0030669,Albert Wilson,WR,29,2021,MIA,46,21
00-0028116,Aldrick Robinson,WR,24,2012,WAS,54,43
00-0028116,Aldrick Robinson,WR,25,2013,WAS,64,46
00-0028116,Aldrick Robinson,WR,26,2014,WAS,2,1
00-0028116,Aldrick Robinson,WR,28,2016,ATL,0,0
00-0028116,Aldrick Robinson,WR,28,2016,ATL,64,44
00-0028116,Aldrick Robinson,WR,29,2017,SF,55,36
00-0028116,Aldrick Robinson,WR,30,2018,MIN,66,50
00-0037664,Alec Pierce,WR,22,2022,IND,108,67
00-0037664,Alec Pierce,WR,23,2023,IND,93,61
00-0037664,Alec Pierce,WR,24,2024,IND,153,116
00-0032543,Alex Erickson,WR,24,2016,CIN,13,7
00-0032543,Alex Erickson,WR,25,2017,CIN,36,24
00-0032543,Alex Erickson,WR,26,2018,CIN,39,19
00-0032543,Alex Erickson,WR,27,2019,CIN,94,51
00-0032543,Alex Erickson,WR,28,2020,CIN,22,10
00-0032543,Alex Erickson,WR,29,2021,CAR,8,6
00-0032543,Alex Erickson,WR,31,2023,LAC,5,3
00-0035104,Alexander Hollins,WR,23,2019,MIN,7,5
00-0034521,Allen Lazard,WR,24,2019,GB,7,4
00-0034521,Allen Lazard,WR,24,2019,GB,103,68
00-0034521,Allen Lazard,WR,25,2020,GB,27,20
00-0034521,Allen Lazard,WR,25,2020,GB,94,63
00-0034521,Allen Lazard,WR,26,2021,GB,2,1
00-0034521,Allen Lazard,WR,26,2021,GB,134,94
00-0034521,Allen Lazard,WR,27,2022,GB,165,105
00-0034521,Allen Lazard,WR,28,2023,NYJ,58,35
00-0034521,Allen Lazard,WR,29,2024,NYJ,115,82
00-0031428,Allen Robinson,WR,21,2014,JAX,109,61
00-0031428,Allen Robinson,WR,22,2015,JAX,292,212
00-0031428,Allen Robinson,WR,23,2016,JAX,183,110
00-0031428,Allen Robinson,WR,24,2017,JAX,3,2
00-0031428,Allen Robinson,WR,25,2018,CHI,146,91
00-0031428,Allen Robinson,WR,26,2019,CHI,247,149
00-0031428,Allen Robinson,WR,27,2020,CHI,253,151
00-0031428,Allen Robinson,WR,28,2021,CHI,72,38
00-0031428,Allen Robinson,WR,29,2022,LA,83,50
00-0031428,Allen Robinson,WR,30,2023,PIT,60,26
00-0031428,Allen Robinson,WR,31,2024,DET,5,3
00-0029137,Alshon Jeffery,WR,22,2012,CHI,77,53
00-0029137,Alshon Jeffery,WR,23,2013,CHI,271,182
00-0029137,Alshon Jeffery,WR,24,2014,CHI,256,171
00-0029137,Alshon Jeffery,WR,25,2015,CHI,153,99
00-0029137,Alshon Jeffery,WR,26,2016,CHI,113,67
00-0029137,Alshon Jeffery,WR,27,2017,PHI,50,38
00-0029137,Alshon Jeffery,WR,27,2017,PHI,188,131
00-0029137,Alshon Jeffery,WR,28,2018,PHI,9,4
00-0029137,Alshon Jeffery,WR,28,2018,PHI,183,118
00-0029137,Alshon Jeffery,WR,29,2019,PHI,120,77
00-0029137,Alshon Jeffery,WR,30,2020,PHI,22,16
00-0033937,Amara Darboh,WR,23,2017,SEA,15,7
00-0031544,Amari Cooper,WR,21,2015,LV,205,133
00-0031544,Amari Cooper,WR,22,2016,LV,224,141
00-0031544,Amari Cooper,WR,23,2017,LV,148,100
00-0031544,Amari Cooper,WR,24,2018,DAL,18,12
00-0031544,Amari Cooper,WR,24,2018,DAL,153,100
00-0031544,Amari Cooper,WR,24,2018,LV,55,33
00-0031544,Amari Cooper,WR,25,2019,DAL,242,164
00-0031544,Amari Cooper,WR,26,2020,DAL,227,135
00-0031544,Amari Cooper,WR,27,2021,DAL,196,130
00-0031544,Amari Cooper,WR,28,2022,CLE,240,162
00-0031544,Amari Cooper,WR,29,2023,CLE,212,140
00-0031544,Amari Cooper,WR,30,2024,BUF,7,3
00-0031544,Amari Cooper,WR,30,2024,BUF,49,33
00-0031544,Amari Cooper,WR,30,2024,BUF,17,13
00-0031544,Amari Cooper,WR,30,2024,CLE,59,35
00-0036991,Amari Rodgers,WR,22,2021,GB,8,5
00-0036991,Amari Rodgers,WR,23,2022,GB,8,4
00-0036991,Amari Rodgers,WR,23,2022,HOU,34,22
00-0036991,Amari Rodgers,WR,24,2023,IND,0,0
00-0036963,Amon-Ra St. Brown,WR,22,2021,DET,219,129
00-0036963,Amon-Ra St. Brown,WR,23,2022,DET,266,160
00-0036963,Amon-Ra St. Brown,WR,24,2023,DET,38,23
00-0036963,Amon-Ra St. Brown,WR,24,2023,DET,324,205
00-0036963,Amon-Ra St. Brown,WR,25,2024,DET,22,14
00-0036963,Amon-Ra St. Brown,WR,25,2024,DET,327,212
00-0026237,Andre Caldwell,WR,27,2012,DEN,4,3
00-0026237,Andre Caldwell,WR,28,2013,DEN,5,3
00-0026237,Andre Caldwell,WR,28,2013,DEN,55,39
00-0026237,Andre Caldwell,WR,29,2014,DEN,0,0
00-0026237,Andre Caldwell,WR,29,2014,DEN,10,5
00-0026237,Andre Caldwell,WR,30,2015,DEN,7,4
00-0026237,Andre Caldwell,WR,30,2015,DEN,26,16
00-0022044,Andre Johnson,WR,31,2012,HOU,18,10
00-0022044,Andre Johnson,WR,31,2012,HOU,286,174
00-0022044,Andre Johnson,WR,32,2013,HOU,264,155
00-0022044,Andre Johnson,WR,33,2014,HOU,168,89
00-0022044,Andre Johnson,WR,34,2015,IND,109,68
00-0022044,Andre Johnson,WR,35,2016,TEN,30,20
00-0027691,Andre Roberts,WR,24,2012,ARI,169,105
00-0027691,Andre Roberts,WR,25,2013,ARI,98,55
00-0027691,Andre Roberts,WR,26,2014,WAS,80,44
00-0027691,Andre Roberts,WR,27,2015,WAS,24,14
00-0027691,Andre Roberts,WR,28,2016,DET,39,25
00-0027691,Andre Roberts,WR,29,2017,ATL,2,1
00-0027691,Andre Roberts,WR,30,2018,NYJ,22,12
00-0027691,Andre Roberts,WR,31,2019,BUF,6,3
00-0027691,Andre Roberts,WR,32,2020,BUF,5,1
00-0027691,Andre Roberts,WR,33,2021,HOU,2,2
00-0027691,Andre Roberts,WR,33,2021,LAC,1,1
00-0038619,Andrei Iosivas,WR,24,2023,CIN,49,34
00-0038619,Andrei Iosivas,WR,25,2024,CIN,118,82
00-0035527,Andy Isabella,WR,23,2019,ARI,35,26
00-0035527,Andy Isabella,WR,24,2020,ARI,49,28
00-0035527,Andy Isabella,WR,25,2021,ARI,2,1
00-0035527,Andy Isabella,WR,26,2022,ARI,4,2
00-0035527,Andy Isabella,WR,27,2023,BUF,0,0
00-0022084,Anquan Boldin,WR,32,2012,BAL,58,42
00-0022084,Anquan Boldin,WR,32,2012,BAL,175,110
00-0022084,Anquan Boldin,WR,33,2013,SF,36,23
00-0022084,Anquan Boldin,WR,33,2013,SF,246,161
00-0022084,Anquan Boldin,WR,34,2014,SF,216,133
00-0022084,Anquan Boldin,WR,35,2015,SF,165,96
00-0022084,Anquan Boldin,WR,36,2016,DET,167,100
00-0039816,Anthony Gould,WR,23,2024,IND,3,2
00-0034353,Anthony Miller,WR,24,2018,CHI,118,85
00-0034353,Anthony Miller,WR,25,2019,CHI,120,68
00-0034353,Anthony Miller,WR,26,2020,CHI,102,53
00-0034353,Anthony Miller,WR,27,2021,HOU,9,4
00-0036999,Anthony Schwartz,WR,21,2021,CLE,31,21
00-0036999,Anthony Schwartz,WR,22,2022,CLE,18,14
00-0038627,Antoine Green,WR,24,2023,DET,1,0
00-0027793,Antonio Brown,WR,24,2012,PIT,170,104
00-0027793,Antonio Brown,WR,25,2013,PIT,297,187
00-0027793,Antonio Brown,WR,26,2014,PIT,19,10
00-0027793,Antonio Brown,WR,26,2014,PIT,376,247
00-0027793,Antonio Brown,WR,27,2015,PIT,364,228
00-0027793,Antonio Brown,WR,28,2016,PIT,30,16
00-0027793,Antonio Brown,WR,28,2016,PIT,301,195
00-0027793,Antonio Brown,WR,29,2017,PIT,32,25
00-0027793,Antonio Brown,WR,29,2017,PIT,296,195
00-0027793,Antonio Brown,WR,30,2018,PIT,302,198
00-0027793,Antonio Brown,WR,32,2020,TB,15,9
00-0027793,Antonio Brown,WR,32,2020,TB,111,69
00-0027793,Antonio Brown,WR,33,2021,TB,54,36
00-0034772,Antonio Callaway,WR,21,2018,CLE,119,76
00-0034772,Antonio Callaway,WR,23,2020,MIA,4,2
00-0036340,Antonio Gandy-Golden,WR,22,2020,WAS,4,2
00-0033916,ArDarius Stewart,WR,24,2017,NYJ,17,11
00-0027654,Arrelious Benn,WR,24,2012,TB,8,4
00-0027654,Arrelious Benn,WR,28,2016,JAX,22,18
00-0027654,Arrelious Benn,WR,29,2017,JAX,2,1
00-0035021,Ashton Dulin,WR,22,2019,IND,4,2
00-0035021,Ashton Dulin,WR,23,2020,IND,9,6
00-0035021,Ashton Dulin,WR,24,2021,IND,46,32
00-0035021,Ashton Dulin,WR,25,2022,IND,38,24
00-0035021,Ashton Dulin,WR,27,2024,IND,17,15
00-0034686,Auden Tate,WR,21,2018,CIN,2,2
00-0034686,Auden Tate,WR,22,2019,CIN,96,56
00-0034686,Auden Tate,WR,23,2020,CIN,29,15
00-0034686,Auden Tate,WR,24,2021,CIN,11,8
00-0033382,Austin Carr,WR,25,2018,NO,2,0
00-0033382,Austin Carr,WR,25,2018,NO,31,22
00-0033382,Austin Carr,WR,26,2019,NO,2,1
00-0033382,Austin Carr,WR,27,2020,NO,12,9
00-0027092,Austin Collie,WR,27,2012,IND,2,1
00-0027092,Austin Collie,WR,28,2013,NE,12,7
00-0027092,Austin Collie,WR,28,2013,NE,4,2
00-0035869,Austin Mack,WR,23,2020,NYG,15,9
00-0028016,Austin Pettis,WR,24,2012,LA,76,46
00-0028016,Austin Pettis,WR,25,2013,LA,100,62
00-0028016,Austin Pettis,WR,26,2014,LA,30,18
00-0036841,Austin Trammell,WR,25,2023,LA,5,1
00-0024463,Ben Obomanu,WR,29,2012,SEA,11,7
00-0024463,Ben Obomanu,WR,30,2013,NYJ,2,1
00-0036862,Ben Skowronek,WR,24,2021,LA,1,-1
00-0036862,Ben Skowronek,WR,24,2021,LA,22,11
00-0036862,Ben Skowronek,WR,25,2022,LA,80,41
00-0036862,Ben Skowronek,WR,26,2023,LA,22,14
00-0036862,Ben Skowronek,WR,27,2024,PIT,10,6
00-0037091,Bo Melton,WR,24,2023,GB,9,8
00-0037091,Bo Melton,WR,24,2023,GB,13,8
00-0037091,Bo Melton,WR,25,2024,GB,20,12
00-0033434,Bobo Wilson,WR,22,2017,TB,9,8
00-0033434,Bobo Wilson,WR,23,2018,TB,7,4
00-0033434,Bobo Wilson,WR,24,2019,TB,2,0
00-0024318,Brad Smith,WR,29,2012,BUF,57,43
00-0024318,Brad Smith,WR,30,2013,PHI,5,3
00-0024318,Brad Smith,WR,31,2014,PHI,2,1
00-0031236,Brandin Cooks,WR,21,2014,NO,137,84
00-0031236,Brandin Cooks,WR,22,2015,NO,246,162
00-0031236,Brandin Cooks,WR,23,2016,NO,242,164
00-0031236,Brandin Cooks,WR,24,2017,NE,26,16
00-0031236,Brandin Cooks,WR,24,2017,NE,215,150
00-0031236,Brandin Cooks,WR,25,2018,LA,47,28
00-0031236,Brandin Cooks,WR,25,2018,LA,239,159
00-0031236,Brandin Cooks,WR,26,2019,LA,108,68
00-0031236,Brandin Cooks,WR,27,2020,HOU,223,142
00-0031236,Brandin Cooks,WR,28,2021,HOU,206,123
00-0031236,Brandin Cooks,WR,29,2022,HOU,110,65
00-0031236,Brandin Cooks,WR,30,2023,DAL,163,109
00-0031236,Brandin Cooks,WR,31,2024,DAL,24,15
00-0036261,Brandon Aiyuk,WR,22,2020,SF,140,92
00-0036261,Brandon Aiyuk,WR,23,2021,SF,11,7
00-0036261,Brandon Aiyuk,WR,23,2021,SF,167,111
00-0036261,Brandon Aiyuk,WR,24,2022,SF,7,4
00-0036261,Brandon Aiyuk,WR,24,2022,SF,225,147
00-0036261,Brandon Aiyuk,WR,25,2023,SF,30,21
00-0036261,Brandon Aiyuk,WR,25,2023,SF,242,167
00-0036261,Brandon Aiyuk,WR,26,2024,SF,58,33
00-0026937,Brandon Gibson,WR,25,2012,LA,146,95
00-0026937,Brandon Gibson,WR,26,2013,MIA,77,47
00-0026937,Brandon Gibson,WR,27,2014,MIA,62,34
00-0037382,Brandon Johnson,WR,24,2022,DEN,6,3
00-0037382,Brandon Johnson,WR,25,2023,DEN,71,52
00-0027681,Brandon LaFell,WR,26,2012,CAR,131,87
00-0027681,Brandon LaFell,WR,27,2013,CAR,6,2
00-0027681,Brandon LaFell,WR,27,2013,CAR,133,84
00-0027681,Brandon LaFell,WR,28,2014,NE,37,24
00-0027681,Brandon LaFell,WR,28,2014,NE,202,128
00-0027681,Brandon LaFell,WR,29,2015,NE,4,1
00-0027681,Brandon LaFell,WR,29,2015,NE,72,41
00-0027681,Brandon LaFell,WR,30,2016,CIN,184,120
00-0027681,Brandon LaFell,WR,31,2017,CIN,121,69
00-0027681,Brandon LaFell,WR,32,2018,LV,38,26
00-0022097,Brandon Lloyd,WR,31,2012,NE,26,14
00-0022097,Brandon Lloyd,WR,31,2012,NE,187,113
00-0022097,Brandon Lloyd,WR,33,2014,SF,45,31
00-0024334,Brandon Marshall,WR,28,2012,CHI,321,203
00-0024334,Brandon Marshall,WR,29,2013,CHI,294,194
00-0024334,Brandon Marshall,WR,30,2014,CHI,168,107
00-0034646,Brandon Powell,WR,23,2018,DET,24,13
00-0034646,Brandon Powell,WR,25,2020,ATL,29,17
00-0034646,Brandon Powell,WR,27,2022,LA,48,24
00-0034646,Brandon Powell,WR,28,2023,MIN,67,38
00-0034646,Brandon Powell,WR,29,2024,MIN,14,7
00-0015754,Brandon Stokley,WR,36,2012,DEN,10,7
00-0015754,Brandon Stokley,WR,36,2012,DEN,125,80
00-0015754,Brandon Stokley,WR,37,2013,BAL,16,6
00-0027057,Brandon Tate,WR,25,2012,CIN,36,23
00-0027057,Brandon Tate,WR,26,2013,CIN,2,1
00-0027057,Brandon Tate,WR,27,2014,CIN,0,0
00-0027057,Brandon Tate,WR,27,2014,CIN,44,27
00-0027057,Brandon Tate,WR,28,2015,CIN,14,12
00-0027057,Brandon Tate,WR,29,2016,BUF,24,16
00-0027057,Brandon Tate,WR,30,2017,BUF,8,4
00-0034052,Brandon Zylstra,WR,25,2018,MIN,3,2
00-0034052,Brandon Zylstra,WR,26,2019,CAR,19,11
00-0034052,Brandon Zylstra,WR,27,2020,CAR,7,4
00-0034052,Brandon Zylstra,WR,28,2021,CAR,44,28
00-0034419,Braxton Berrios,WR,24,2019,NYJ,18,12
00-0034419,Braxton Berrios,WR,25,2020,NYJ,95,58
00-0034419,Braxton Berrios,WR,26,2021,NYJ,110,64
00-0034419,Braxton Berrios,WR,27,2022,NYJ,58,40
00-0034419,Braxton Berrios,WR,28,2023,MIA,54,27
00-0034419,Braxton Berrios,WR,29,2024,MIA,0,0
00-0033069,Braxton Miller,WR,24,2016,HOU,27,12
00-0033069,Braxton Miller,WR,25,2017,HOU,41,22
00-0023438,Braylon Edwards,WR,29,2012,NYJ,15,8
00-0023438,Braylon Edwards,WR,29,2012,SEA,19,11
00-0032054,Breshad Perriman,WR,23,2016,BAL,93,60
00-0032054,Breshad Perriman,WR,24,2017,BAL,14,4
00-0032054,Breshad Perriman,WR,25,2018,CLE,61,46
00-0032054,Breshad Perriman,WR,26,2019,TB,132,96
00-0032054,Breshad Perriman,WR,27,2020,NYJ,91,61
00-0032054,Breshad Perriman,WR,28,2021,TB,9,4
00-0032054,Breshad Perriman,WR,29,2022,TB,22,13
00-0027077,Brian Hartline,WR,26,2012,MIA,179,105
00-0027077,Brian Hartline,WR,27,2013,MIA,194,118
00-0027077,Brian Hartline,WR,28,2014,MIA,98,58
00-0027077,Brian Hartline,WR,29,2015,CLE,104,58
00-0029640,Brian Quick,WR,23,2012,LA,33,22
00-0029640,Brian Quick,WR,24,2013,LA,58,40
00-0029640,Brian Quick,WR,25,2014,LA,78,54
00-0029640,Brian Quick,WR,26,2015,LA,20,10
00-0029640,Brian Quick,WR,27,2016,LA,111,70
00-0029640,Brian Quick,WR,28,2017,WAS,14,8
00-0029640,Brian Quick,WR,29,2018,WAS,5,2
00-0039893,Brian Thomas,WR,22,2024,JAX,270,183
00-0030516,Brice Butler,WR,23,2013,LV,15,6
00-0030516,Brice Butler,WR,24,2014,LV,59,38
00-0030516,Brice Butler,WR,25,2015,DAL,34,22
00-0030516,Brice Butler,WR,26,2016,DAL,0,0
00-0030516,Brice Butler,WR,26,2016,DAL,54,38
00-0030516,Brice Butler,WR,27,2017,DAL,63,48
00-0030516,Brice Butler,WR,28,2018,DAL,0,0
00-0030516,Brice Butler,WR,28,2018,MIA,18,12
00-0037132,Britain Covey,WR,26,2023,PHI,8,4
00-0037132,Britain Covey,WR,27,2024,PHI,10,3
00-0031326,Bruce Ellington,WR,23,2014,SF,33,27
00-0031326,Bruce Ellington,WR,24,2015,SF,29,16
00-0031326,Bruce Ellington,WR,26,2017,HOU,72,43
00-0031326,Bruce Ellington,WR,27,2018,DET,36,13
00-0031326,Bruce Ellington,WR,27,2018,HOU,23,15
00-0036365,Bryan Edwards,WR,22,2020,LV,36,25
00-0036365,Bryan Edwards,WR,23,2021,LV,109,75
00-0036365,Bryan Edwards,WR,24,2022,ATL,2,0
00-0032724,Bryce Treggs,WR,22,2016,PHI,8,5
00-0032724,Bryce Treggs,WR,23,2017,CLE,4,2
00-0039386,Bub Means,WR,23,2024,NO,27,18
00-0034297,Byron Pringle,WR,26,2019,KC,33,21
00-0034297,Byron Pringle,WR,27,2020,KC,10,4
00-0034297,Byron Pringle,WR,27,2020,KC,35,22
00-0034297,Byron Pringle,WR,28,2021,KC,18,10
00-0034297,Byron Pringle,WR,28,2021,KC,129,87
00-0034297,Byron Pringle,WR,29,2022,CHI,31,22
00-0034297,Byron Pringle,WR,30,2023,WAS,28,14
00-0033367,C.J. Board,WR,26,2019,JAX,3,2
00-0033367,C.J. Board,WR,27,2020,NYG,21,10
00-0033367,C.J. Board,WR,28,2021,NYG,1,-1
00-0037837,Calvin Austin,WR,24,2023,PIT,51,34
00-0037837,Calvin Austin,WR,25,2024,PIT,115,79
00-0025389,Calvin Johnson,WR,27,2012,DET,331,209
00-0025389,Calvin Johnson,WR,28,2013,DET,284,200
00-0025389,Calvin Johnson,WR,29,2014,DET,14,8
00-0025389,Calvin Johnson,WR,29,2014,DET,219,148
00-0025389,Calvin Johnson,WR,30,2015,DET,254,166
00-0034837,Calvin Ridley,WR,24,2018,ATL,202,138
00-0034837,Calvin Ridley,WR,25,2019,ATL,191,128
00-0034837,Calvin Ridley,WR,26,2020,ATL,268,178
00-0034837,Calvin Ridley,WR,27,2021,ATL,69,38
00-0034837,Calvin Ridley,WR,29,2023,JAX,145,96
00-0034837,Calvin Ridley,WR,30,2024,TEN,190,126
00-0034512,Cam Phillips,WR,23,2018,BUF,2,1
00-0034104,Cam Sims,WR,23,2019,WAS,5,3
00-0034104,Cam Sims,WR,24,2020,WAS,80,48
00-0034104,Cam Sims,WR,25,2021,WAS,46,32
00-0034104,Cam Sims,WR,26,2022,WAS,13,5
00-0034652,Cameron Batson,WR,23,2018,TEN,14,6
00-0034652,Cameron Batson,WR,25,2020,TEN,18,12
00-0034652,Cameron Batson,WR,26,2021,TEN,11,9
00-0039394,Casey Washington,WR,23,2024,ATL,2,1
00-0028052,Cecil Shorts,WR,25,2012,JAX,152,107
00-0028052,Cecil Shorts,WR,26,2013,JAX,150,84
00-0028052,Cecil Shorts,WR,27,2014,JAX,111,58
00-0028052,Cecil Shorts,WR,28,2015,HOU,107,65
00-0028052,Cecil Shorts,WR,29,2016,TB,22,12
00-0038979,Cedric Tillman,WR,23,2023,CLE,34,13
00-0038979,Cedric Tillman,WR,24,2024,CLE,73,44
00-0034418,Cedrick Wilson,WR,24,2019,DAL,10,5
00-0034418,Cedrick Wilson,WR,25,2020,DAL,52,35
00-0034418,Cedrick Wilson,WR,26,2021,DAL,144,99
00-0034418,Cedrick Wilson,WR,27,2022,MIA,26,14
00-0034418,Cedrick Wilson,WR,28,2023,MIA,68,46
00-0034418,Cedrick Wilson,WR,29,2024,NO,52,32
00-0036358,CeeDee Lamb,WR,21,2020,DAL,205,131
00-0036358,CeeDee Lamb,WR,22,2021,DAL,221,142
00-0036358,CeeDee Lamb,WR,23,2022,DAL,20,10
00-0036358,CeeDee Lamb,WR,23,2022,DAL,294,187
00-0036358,CeeDee Lamb,WR,24,2023,DAL,397,262
00-0036358,CeeDee Lamb,WR,25,2024,DAL,248,147
00-0034309,Chad Beebe,WR,24,2018,MIN,3,2
00-0034309,Chad Beebe,WR,25,2019,MIN,9,7
00-0034309,Chad Beebe,WR,26,2020,MIN,50,30
00-0033840,Chad Hansen,WR,22,2017,NYJ,18,9
00-0033840,Chad Hansen,WR,25,2020,HOU,4,2
00-0033933,Chad Williams,WR,23,2017,ARI,7,4
00-0033933,Chad Williams,WR,24,2018,ARI,35,19
00-0030113,Charles Johnson,WR,25,2014,MIN,91,60
00-0030113,Charles Johnson,WR,26,2015,MIN,17,9
00-0030113,Charles Johnson,WR,27,2016,MIN,41,22
00-0038576,Charlie Jones,WR,25,2023,CIN,11,7
00-0038576,Charlie Jones,WR,26,2024,CIN,2,0
00-0032959,Charone Peake,WR,24,2016,NYJ,34,15
00-0032959,Charone Peake,WR,25,2017,NYJ,1,0
00-0032959,Charone Peake,WR,26,2018,NYJ,2,0
00-0036326,Chase Claypool,WR,22,2020,PIT,212,150
00-0036326,Chase Claypool,WR,23,2021,PIT,159,100
00-0036326,Chase Claypool,WR,24,2022,CHI,4,2
00-0036326,Chase Claypool,WR,24,2022,CHI,18,6
00-0036326,Chase Claypool,WR,24,2022,PIT,77,45
00-0036326,Chase Claypool,WR,25,2023,CHI,11,7
00-0036326,Chase Claypool,WR,25,2023,MIA,5,1
00-0026366,Chaz Schilens,WR,27,2012,NYJ,64,36
00-0032355,Chester Rogers,WR,22,2016,IND,45,26
00-0032355,Chester Rogers,WR,23,2017,IND,56,33
00-0032355,Chester Rogers,WR,24,2018,IND,8,3
00-0032355,Chester Rogers,WR,24,2018,IND,111,58
00-0032355,Chester Rogers,WR,25,2019,IND,48,32
00-0032355,Chester Rogers,WR,27,2021,TEN,-1,-2
00-0032355,Chester Rogers,WR,27,2021,TEN,65,35
00-0032128,Chris Conley,WR,23,2015,KC,8,3
00-0032128,Chris Conley,WR,23,2015,KC,43,26
00-0032128,Chris Conley,WR,24,2016,KC,4,2
00-0032128,Chris Conley,WR,24,2016,KC,95,51
00-0032128,Chris Conley,WR,25,2017,KC,28,18
00-0032128,Chris Conley,WR,26,2018,KC,0,0
00-0032128,Chris Conley,WR,26,2018,KC,87,55
00-0032128,Chris Conley,WR,27,2019,JAX,154,108
00-0032128,Chris Conley,WR,28,2020,JAX,94,54
00-0032128,Chris Conley,WR,29,2021,HOU,62,40
00-0032128,Chris Conley,WR,31,2023,SF,6,4
00-0032128,Chris Conley,WR,31,2023,SF,10,7
00-0032128,Chris Conley,WR,32,2024,SF,12,6
00-0029614,Chris Givens,WR,23,2012,LA,129,87
00-0029614,Chris Givens,WR,24,2013,LA,85,51
00-0029614,Chris Givens,WR,25,2014,LA,31,20
00-0029614,Chris Givens,WR,26,2015,BAL,46,30
00-0029614,Chris Givens,WR,26,2015,LA,4,3
00-0033921,Chris Godwin,WR,21,2017,TB,90,56
00-0033921,Chris Godwin,WR,22,2018,TB,178,119
00-0033921,Chris Godwin,WR,23,2019,TB,264,178
00-0033921,Chris Godwin,WR,24,2020,TB,27,16
00-0033921,Chris Godwin,WR,24,2020,TB,189,124
00-0033921,Chris Godwin,WR,25,2021,TB,236,138
00-0033921,Chris Godwin,WR,26,2022,TB,216,112
00-0033921,Chris Godwin,WR,27,2023,TB,8,4
00-0033921,Chris Godwin,WR,27,2023,TB,201,118
00-0033921,Chris Godwin,WR,28,2024,TB,136,86
00-0028237,Chris Hogan,WR,25,2013,BUF,18,8
00-0028237,Chris Hogan,WR,26,2014,BUF,100,59
00-0028237,Chris Hogan,WR,27,2015,BUF,88,52
00-0028237,Chris Hogan,WR,28,2016,NE,62,45
00-0028237,Chris Hogan,WR,28,2016,NE,126,88
00-0028237,Chris Hogan,WR,29,2017,NE,37,28
00-0028237,Chris Hogan,WR,29,2017,NE,108,74
00-0028237,Chris Hogan,WR,30,2018,NE,12,4
00-0028237,Chris Hogan,WR,30,2018,NE,104,69
00-0028237,Chris Hogan,WR,31,2019,CAR,9,4
00-0028237,Chris Hogan,WR,32,2020,NYJ,19,8
00-0028237,Chris Hogan,WR,33,2021,NO,14,10
00-0034593,Chris Lacy,WR,23,2019,DET,7,4
00-0032398,Chris Moore,WR,23,2016,BAL,14,6
00-0032398,Chris Moore,WR,24,2017,BAL,56,38
00-0032398,Chris Moore,WR,25,2018,BAL,46,27
00-0032398,Chris Moore,WR,26,2019,BAL,0,0
00-0032398,Chris Moore,WR,26,2019,BAL,5,2
00-0032398,Chris Moore,WR,28,2021,HOU,21,8
00-0032398,Chris Moore,WR,29,2022,HOU,109,61
00-0032398,Chris Moore,WR,30,2023,TEN,66,44
00-0037239,Chris Olave,WR,22,2022,NO,184,112
00-0037239,Chris Olave,WR,23,2023,NO,223,136
00-0037239,Chris Olave,WR,24,2024,NO,72,40
00-0033855,Chris Thompson,WR,23,2017,HOU,10,6
00-0034132,Christian Blake,WR,23,2019,ATL,20,9
00-0034132,Christian Blake,WR,24,2020,ATL,27,14
00-0034132,Christian Blake,WR,25,2021,ATL,6,2
00-0034775,Christian Kirk,WR,22,2018,ARI,116,72
00-0034775,Christian Kirk,WR,23,2019,ARI,163,96
00-0034775,Christian Kirk,WR,24,2020,ARI,140,92
00-0034775,Christian Kirk,WR,25,2021,ARI,204,127
00-0034775,Christian Kirk,WR,26,2022,JAX,20,13
00-0034775,Christian Kirk,WR,26,2022,JAX,232,148
00-0034775,Christian Kirk,WR,27,2023,JAX,144,87
00-0034775,Christian Kirk,WR,28,2024,JAX,67,40
00-0038124,Christian Watson,WR,23,2022,GB,152,116
00-0038124,Christian Watson,WR,24,2023,GB,0,-1
00-0038124,Christian Watson,WR,24,2023,GB,91,63
00-0038124,Christian Watson,WR,25,2024,GB,98,69
00-0030290,Cobi Hamilton,WR,26,2016,PIT,13,10
00-0030290,Cobi Hamilton,WR,26,2016,PIT,34,22
00-0030290,Cobi Hamilton,WR,27,2017,HOU,0,-1
00-0032795,Cody Core,WR,22,2016,CIN,25,12
00-0032795,Cody Core,WR,23,2017,CIN,0,0
00-0032795,Cody Core,WR,24,2018,CIN,33,20
00-0032795,Cody Core,WR,25,2019,NYG,6,3
00-0031344,Cody Latimer,WR,22,2014,DEN,4,2
00-0031344,Cody Latimer,WR,23,2015,DEN,6,3
00-0031344,Cody Latimer,WR,23,2015,DEN,16,10
00-0031344,Cody Latimer,WR,24,2016,DEN,14,6
00-0031344,Cody Latimer,WR,25,2017,DEN,58,39
00-0031344,Cody Latimer,WR,26,2018,NYG,34,24
