player_id,player_name,position,age,season,team,fantasy_points_ppr,fantasy_points_standard
00-0033559,Michael Roberts,TE,23,2017,DET,9,5
00-0033559,Michael Roberts,TE,24,2018,DET,33,24
00-0034829,Mike Gesicki,TE,23,2018,MIA,37,15
00-0034829,Mike Gesicki,TE,24,2019,MIA,131,80
00-0034829,Mike Gesicki,TE,25,2020,MIA,153,100
00-0034829,Mike Gesicki,TE,26,2021,MIA,157,84
00-0034829,Mike Gesicki,TE,27,2022,MIA,94,62
00-0034829,Mike Gesicki,TE,28,2023,NE,61,32
00-0034829,Mike Gesicki,TE,29,2024,CIN,140,76
00-0033217,Mo Alie-Cox,TE,25,2018,IND,0,0
00-0033217,Mo Alie-Cox,TE,25,2018,IND,22,18
00-0033217,Mo Alie-Cox,TE,26,2019,IND,17,9
00-0033217,Mo Alie-Cox,TE,27,2020,IND,75,44
00-0033217,Mo Alie-Cox,TE,28,2021,IND,78,54
00-0033217,Mo Alie-Cox,TE,29,2022,IND,53,34
00-0033217,Mo Alie-Cox,TE,30,2023,IND,45,32
00-0033217,Mo Alie-Cox,TE,31,2024,IND,31,19
00-0031585,MyCole Pruitt,TE,23,2015,MIN,19,9
00-0031585,MyCole Pruitt,TE,24,2016,CHI,2,1
00-0031585,MyCole Pruitt,TE,24,2016,MIN,2,1
00-0031585,MyCole Pruitt,TE,26,2018,TEN,25,16
00-0031585,MyCole Pruitt,TE,27,2019,TEN,4,2
00-0031585,MyCole Pruitt,TE,27,2019,TEN,21,15
00-0031585,MyCole Pruitt,TE,28,2020,TEN,22,17
00-0031585,MyCole Pruitt,TE,29,2021,TEN,37,26
00-0031585,MyCole Pruitt,TE,30,2022,ATL,48,33
00-0031585,MyCole Pruitt,TE,31,2023,ATL,26,17
00-0031585,MyCole Pruitt,TE,32,2024,PIT,14,8
00-0030514,Mychal Rivera,TE,23,2013,LV,101,63
00-0030514,Mychal Rivera,TE,24,2014,LV,124,66
00-0030514,Mychal Rivera,TE,25,2015,LV,64,32
00-0030514,Mychal Rivera,TE,26,2016,LV,41,23
00-0038783,Nate Adkins,TE,24,2023,DEN,6,2
00-0038783,Nate Adkins,TE,25,2024,DEN,44,30
00-0032120,Neal Sterling,TE,24,2016,JAX,23,11
00-0032120,Neal Sterling,TE,25,2017,NYJ,12,7
00-0032120,Neal Sterling,TE,26,2018,NYJ,11,5
00-0031598,Nick Boyle,TE,22,2015,BAL,33,15
00-0031598,Nick Boyle,TE,23,2016,BAL,10,4
00-0031598,Nick Boyle,TE,24,2017,BAL,48,20
00-0031598,Nick Boyle,TE,25,2018,BAL,42,19
00-0031598,Nick Boyle,TE,26,2019,BAL,0,0
00-0031598,Nick Boyle,TE,26,2019,BAL,73,42
00-0031598,Nick Boyle,TE,27,2020,BAL,37,23
00-0031598,Nick Boyle,TE,28,2021,BAL,1,0
00-0030512,Nick Kasa,TE,23,2013,LV,6,5
00-0034192,Nick Keizer,TE,25,2020,KC,0,0
00-0034192,Nick Keizer,TE,25,2020,KC,9,3
00-0037317,Nick Muse,TE,25,2023,MIN,3,2
00-0032117,Nick O'Leary,TE,23,2015,BUF,5,4
00-0032117,Nick O'Leary,TE,24,2016,BUF,20,11
00-0032117,Nick O'Leary,TE,25,2017,BUF,63,41
00-0032117,Nick O'Leary,TE,26,2018,MIA,8,4
00-0032117,Nick O'Leary,TE,27,2019,JAX,13,9
00-0032117,Nick O'Leary,TE,27,2019,MIA,6,2
00-0032394,Nick Vannett,TE,23,2016,SEA,6,3
00-0032394,Nick Vannett,TE,24,2017,SEA,30,18
00-0032394,Nick Vannett,TE,25,2018,SEA,74,45
00-0032394,Nick Vannett,TE,26,2019,PIT,21,10
00-0032394,Nick Vannett,TE,26,2019,PIT,5,3
00-0032394,Nick Vannett,TE,26,2019,SEA,8,4
00-0032394,Nick Vannett,TE,27,2020,DEN,28,14
00-0032394,Nick Vannett,TE,28,2021,NO,23,16
00-0032394,Nick Vannett,TE,29,2022,NO,3,1
00-0032394,Nick Vannett,TE,29,2022,NYG,4,2
00-0032394,Nick Vannett,TE,30,2023,LAC,1,0
00-0032394,Nick Vannett,TE,31,2024,TEN,46,30
00-0028093,Niles Paul,TE,23,2012,WAS,29,21
00-0028093,Niles Paul,TE,24,2013,WAS,9,5
00-0028093,Niles Paul,TE,25,2014,WAS,89,50
00-0028093,Niles Paul,TE,27,2016,WAS,5,3
00-0028093,Niles Paul,TE,28,2017,WAS,23,10
00-0028093,Niles Paul,TE,29,2018,JAX,20,10
00-0035644,Noah Fant,TE,22,2019,DEN,104,64
00-0035644,Noah Fant,TE,23,2020,DEN,138,80
00-0035644,Noah Fant,TE,24,2021,DEN,148,85
00-0035644,Noah Fant,TE,25,2022,SEA,123,73
00-0035644,Noah Fant,TE,26,2023,SEA,71,39
00-0035644,Noah Fant,TE,27,2024,SEA,98,50
00-0036637,Noah Gray,TE,22,2021,KC,3,1
00-0036637,Noah Gray,TE,22,2021,KC,17,10
00-0036637,Noah Gray,TE,23,2022,KC,7,4
00-0036637,Noah Gray,TE,23,2022,KC,70,42
00-0036637,Noah Gray,TE,24,2023,KC,12,5
00-0036637,Noah Gray,TE,24,2023,KC,68,40
00-0036637,Noah Gray,TE,25,2024,KC,6,2
00-0036637,Noah Gray,TE,25,2024,KC,109,69
00-0036005,Noah Togiai,TE,23,2020,IND,0,0
00-0033879,O.J. Howard,TE,23,2017,TB,97,71
00-0033879,O.J. Howard,TE,24,2018,TB,112,78
00-0033879,O.J. Howard,TE,25,2019,TB,79,45
00-0033879,O.J. Howard,TE,26,2020,TB,38,27
00-0033879,O.J. Howard,TE,27,2021,TB,2,1
00-0033879,O.J. Howard,TE,27,2021,TB,34,20
00-0033879,O.J. Howard,TE,28,2022,HOU,34,24
00-0029414,Orson Charles,TE,21,2012,CIN,18,10
00-0029414,Orson Charles,TE,22,2013,CIN,2,1
00-0029414,Orson Charles,TE,26,2017,KC,4,4
00-0029414,Orson Charles,TE,27,2018,CLE,5,2
00-0024313,Owen Daniels,TE,30,2012,HOU,17,8
00-0024313,Owen Daniels,TE,30,2012,HOU,168,106
00-0024313,Owen Daniels,TE,31,2013,HOU,59,35
00-0024313,Owen Daniels,TE,32,2014,BAL,25,17
00-0024313,Owen Daniels,TE,32,2014,BAL,119,71
00-0024313,Owen Daniels,TE,33,2015,DEN,23,18
00-0024313,Owen Daniels,TE,33,2015,DEN,108,62
00-0036894,Pat Freiermuth,TE,23,2021,PIT,149,89
00-0036894,Pat Freiermuth,TE,24,2022,PIT,140,77
00-0036894,Pat Freiermuth,TE,25,2023,PIT,44,25
00-0036894,Pat Freiermuth,TE,26,2024,PIT,164,100
00-0039050,Payne Durham,TE,23,2023,TB,11,6
00-0039050,Payne Durham,TE,24,2024,TB,34,24
00-0037569,Peyton Hendershot,TE,23,2022,DAL,38,26
00-0037569,Peyton Hendershot,TE,24,2023,DAL,6,3
00-0037569,Peyton Hendershot,TE,25,2024,KC,2,1
00-0033439,Pharaoh Brown,TE,25,2019,CLE,5,3
00-0033439,Pharaoh Brown,TE,26,2020,HOU,42,28
00-0033439,Pharaoh Brown,TE,27,2021,HOU,35,12
00-0033439,Pharaoh Brown,TE,28,2022,CLE,5,2
00-0033439,Pharaoh Brown,TE,28,2022,HOU,14,7
00-0033439,Pharaoh Brown,TE,29,2023,NE,37,24
00-0033439,Pharaoh Brown,TE,30,2024,SEA,12,3
00-0021236,Randy McMichael,TE,33,2012,LAC,14,5
00-0029587,Rhett Ellison,TE,24,2012,MIN,14,6
00-0029587,Rhett Ellison,TE,25,2013,MIN,15,10
00-0029587,Rhett Ellison,TE,26,2014,MIN,46,27
00-0029587,Rhett Ellison,TE,27,2015,MIN,29,18
00-0029587,Rhett Ellison,TE,28,2016,MIN,21,12
00-0029587,Rhett Ellison,TE,29,2017,NYG,60,36
00-0029587,Rhett Ellison,TE,30,2018,NYG,58,33
00-0029587,Rhett Ellison,TE,31,2019,NYG,39,21
00-0031384,Richard Rodgers,TE,22,2014,GB,16,11
00-0031384,Richard Rodgers,TE,22,2014,GB,52,32
00-0031384,Richard Rodgers,TE,23,2015,GB,10,4
00-0031384,Richard Rodgers,TE,23,2015,GB,158,100
00-0031384,Richard Rodgers,TE,24,2016,GB,10,9
00-0031384,Richard Rodgers,TE,24,2016,GB,67,37
00-0031384,Richard Rodgers,TE,25,2017,GB,34,22
00-0031384,Richard Rodgers,TE,26,2018,PHI,2,1
00-0031384,Richard Rodgers,TE,28,2020,PHI,70,46
00-0031384,Richard Rodgers,TE,30,2022,LAC,1,0
00-0033611,Ricky Seals-Jones,TE,22,2017,ARI,48,36
00-0033611,Ricky Seals-Jones,TE,23,2018,ARI,68,34
00-0033611,Ricky Seals-Jones,TE,24,2019,CLE,58,44
00-0033611,Ricky Seals-Jones,TE,25,2020,KC,0,0
00-0033611,Ricky Seals-Jones,TE,26,2021,WAS,69,39
00-0033054,Rico Gathers,TE,24,2018,DAL,0,0
00-0033054,Rico Gathers,TE,24,2018,DAL,8,4
00-0027656,Rob Gronkowski,TE,23,2012,NE,0,0
00-0027656,Rob Gronkowski,TE,23,2012,NE,197,142
00-0027656,Rob Gronkowski,TE,24,2013,NE,114,75
00-0027656,Rob Gronkowski,TE,25,2014,NE,48,32
00-0027656,Rob Gronkowski,TE,25,2014,NE,260,178
00-0027656,Rob Gronkowski,TE,26,2015,NE,54,39
00-0027656,Rob Gronkowski,TE,26,2015,NE,254,182
00-0027656,Rob Gronkowski,TE,27,2016,NE,97,72
00-0027656,Rob Gronkowski,TE,28,2017,NE,56,40
00-0027656,Rob Gronkowski,TE,28,2017,NE,171,117
00-0027656,Rob Gronkowski,TE,29,2018,NE,30,17
00-0027656,Rob Gronkowski,TE,29,2018,NE,126,79
00-0027656,Rob Gronkowski,TE,31,2020,TB,31,23
00-0027656,Rob Gronkowski,TE,31,2020,TB,145,100
00-0027656,Rob Gronkowski,TE,32,2021,TB,10,6
00-0027656,Rob Gronkowski,TE,32,2021,TB,171,116
00-0033757,Robert Tonyan,TE,24,2018,GB,18,14
00-0033757,Robert Tonyan,TE,25,2019,GB,26,16
00-0033757,Robert Tonyan,TE,26,2020,GB,22,14
00-0033757,Robert Tonyan,TE,26,2020,GB,177,125
00-0033757,Robert Tonyan,TE,27,2021,GB,50,32
00-0033757,Robert Tonyan,TE,28,2022,GB,98,50
00-0033757,Robert Tonyan,TE,29,2023,CHI,22,11
00-0034073,Ross Dwelley,TE,23,2018,SF,3,1
00-0034073,Ross Dwelley,TE,24,2019,SF,34,19
00-0034073,Ross Dwelley,TE,25,2020,SF,50,30
00-0034073,Ross Dwelley,TE,26,2021,SF,15,11
00-0034073,Ross Dwelley,TE,27,2022,SF,20,16
00-0034073,Ross Dwelley,TE,28,2023,SF,2,1
00-0034073,Ross Dwelley,TE,29,2024,ATL,2,0
00-0030108,Ryan Griffin,TE,23,2013,HOU,4,2
00-0030108,Ryan Griffin,TE,24,2014,HOU,23,14
00-0030108,Ryan Griffin,TE,26,2016,HOU,-2,-2
00-0030108,Ryan Griffin,TE,26,2016,HOU,10,4
00-0030108,Ryan Griffin,TE,27,2017,HOU,35,22
00-0030108,Ryan Griffin,TE,29,2019,NYJ,96,62
00-0030108,Ryan Griffin,TE,30,2020,NYJ,18,9
00-0030108,Ryan Griffin,TE,31,2021,NYJ,61,34
00-0030108,Ryan Griffin,TE,32,2022,CHI,7,3
00-0034439,Ryan Izzo,TE,24,2019,NE,23,17
00-0034439,Ryan Izzo,TE,25,2020,NE,28,15
00-0039065,Sam LaPorta,TE,22,2023,DET,34,16
00-0039065,Sam LaPorta,TE,22,2023,DET,229,143
00-0039065,Sam LaPorta,TE,23,2024,DET,17,11
00-0039065,Sam LaPorta,TE,23,2024,DET,171,111
00-0025516,Scott Chandler,TE,27,2012,BUF,129,86
00-0025516,Scott Chandler,TE,28,2013,BUF,126,72
00-0025516,Scott Chandler,TE,29,2014,BUF,109,62
00-0025516,Scott Chandler,TE,30,2015,NE,73,50
00-0033696,Sean Culkin,TE,25,2018,LAC,3,2
00-0033696,Sean Culkin,TE,26,2019,LAC,2,1
00-0036032,Sean McKeon,TE,24,2021,DAL,13,9
00-0036032,Sean McKeon,TE,25,2022,DAL,1,0
00-0033080,Seth DeValve,TE,23,2016,CLE,35,25
00-0033080,Seth DeValve,TE,24,2017,CLE,68,34
00-0033080,Seth DeValve,TE,25,2018,CLE,16,11
00-0033080,Seth DeValve,TE,26,2019,JAX,26,14
00-0036534,Shane Zylstra,TE,26,2022,DET,34,24
00-0032725,Stephen Anderson,TE,23,2016,HOU,0,0
00-0032725,Stephen Anderson,TE,23,2016,HOU,26,15
00-0032725,Stephen Anderson,TE,24,2017,HOU,59,34
00-0032725,Stephen Anderson,TE,27,2020,LAC,19,11
00-0032725,Stephen Anderson,TE,28,2021,LAC,36,20
00-0032725,Stephen Anderson,TE,29,2022,ARI,4,1
00-0035039,Stephen Carlson,TE,23,2019,CLE,2,1
00-0035039,Stephen Carlson,TE,24,2020,CLE,2,1
00-0036438,Stephen Sullivan,TE,26,2022,CAR,5,3
00-0036438,Stephen Sullivan,TE,27,2023,CAR,24,12
00-0037475,Stone Smartt,TE,24,2022,LAC,4,1
00-0037475,Stone Smartt,TE,25,2023,LAC,29,19
00-0037475,Stone Smartt,TE,26,2024,LAC,34,18
00-0035229,T.J. Hockenson,TE,22,2019,DET,81,49
00-0035229,T.J. Hockenson,TE,23,2020,DET,164,97
00-0035229,T.J. Hockenson,TE,24,2021,DET,137,76
00-0035229,T.J. Hockenson,TE,25,2022,DET,78,52
00-0035229,T.J. Hockenson,TE,25,2022,MIN,124,64
00-0035229,T.J. Hockenson,TE,26,2023,MIN,216,121
00-0035229,T.J. Hockenson,TE,27,2024,MIN,79,41
00-0033357,Taysom Hill,TE,34,2024,NO,72,57
00-0037277,Teagan Quitoriano,TE,22,2022,HOU,17,13
00-0037277,Teagan Quitoriano,TE,23,2023,HOU,5,3
00-0039847,Theo Johnson,TE,23,2024,NYG,66,37
00-0039737,Tip Reiman,TE,23,2024,ARI,10,4
00-0020516,Todd Heap,TE,32,2012,ARI,17,9
00-0035308,Tommy Sweeney,TE,24,2019,BUF,19,11
00-0035308,Tommy Sweeney,TE,26,2021,BUF,17,8
00-0035308,Tommy Sweeney,TE,27,2022,BUF,2,1
00-0037005,Tommy Tremble,TE,21,2021,CAR,48,30
00-0037005,Tommy Tremble,TE,22,2022,CAR,52,33
00-0037005,Tommy Tremble,TE,23,2023,CAR,58,35
00-0037005,Tommy Tremble,TE,24,2024,CAR,53,30
00-0006101,Tony Gonzalez,TE,36,2012,ATL,37,23
00-0006101,Tony Gonzalez,TE,36,2012,ATL,228,135
00-0006101,Tony Gonzalez,TE,37,2013,ATL,213,130
00-0027695,Tony Moeaki,TE,25,2012,KC,76,43
00-0027695,Tony Moeaki,TE,27,2014,SEA,27,19
00-0027695,Tony Moeaki,TE,28,2015,ATL,15,12
00-0024276,Tony Scheffler,TE,29,2012,DET,88,46
00-0024276,Tony Scheffler,TE,30,2013,DET,15,8
00-0030506,Travis Kelce,TE,25,2014,KC,174,107
00-0030506,Travis Kelce,TE,26,2015,KC,8,2
00-0030506,Travis Kelce,TE,26,2015,KC,182,110
00-0030506,Travis Kelce,TE,27,2016,KC,13,8
00-0030506,Travis Kelce,TE,27,2016,KC,221,136
00-0030506,Travis Kelce,TE,28,2017,KC,228,144
00-0030506,Travis Kelce,TE,29,2018,KC,29,19
00-0030506,Travis Kelce,TE,29,2018,KC,288,185
00-0030506,Travis Kelce,TE,30,2019,KC,64,45
00-0030506,Travis Kelce,TE,30,2019,KC,253,156
00-0030506,Travis Kelce,TE,31,2020,KC,83,52
00-0030506,Travis Kelce,TE,31,2020,KC,304,199
00-0030506,Travis Kelce,TE,32,2021,KC,49,31
00-0030506,Travis Kelce,TE,32,2021,KC,252,160
00-0030506,Travis Kelce,TE,33,2022,KC,77,50
00-0030506,Travis Kelce,TE,33,2022,KC,307,197
00-0030506,Travis Kelce,TE,34,2023,KC,72,47
00-0030506,Travis Kelce,TE,34,2023,KC,214,121
00-0030506,Travis Kelce,TE,35,2024,KC,36,24
00-0030506,Travis Kelce,TE,35,2024,KC,186,89
00-0037011,Tre' McKitty,TE,22,2021,LAC,10,4
00-0037011,Tre' McKitty,TE,23,2022,LAC,17,7
00-0035259,Trevon Wesco,TE,24,2019,NYJ,7,5
00-0035259,Trevon Wesco,TE,25,2020,NYJ,2,0
00-0035259,Trevon Wesco,TE,26,2021,NYJ,6,4
00-0035259,Trevon Wesco,TE,27,2022,CHI,5,3
00-0035259,Trevon Wesco,TE,28,2023,TEN,3,2
00-0030710,Trey Burton,TE,23,2014,PHI,1,1
00-0030710,Trey Burton,TE,24,2015,PHI,8,5
00-0030710,Trey Burton,TE,25,2016,PHI,74,37
00-0030710,Trey Burton,TE,26,2017,PHI,8,7
00-0030710,Trey Burton,TE,26,2017,PHI,78,55
00-0030710,Trey Burton,TE,27,2018,CHI,140,86
00-0030710,Trey Burton,TE,28,2019,CHI,20,6
00-0030710,Trey Burton,TE,29,2020,IND,48,30
00-0037744,Trey McBride,TE,23,2022,ARI,62,32
00-0037744,Trey McBride,TE,24,2023,ARI,174,92
00-0037744,Trey McBride,TE,25,2024,ARI,242,131
00-0034393,Troy Fumagalli,TE,24,2019,DEN,16,10
00-0034393,Troy Fumagalli,TE,25,2020,DEN,10,8
00-0031044,Troy Niklas,TE,22,2014,ARI,7,4
00-0031044,Troy Niklas,TE,23,2015,ARI,19,15
00-0031044,Troy Niklas,TE,24,2016,ARI,1,0
00-0031044,Troy Niklas,TE,25,2017,ARI,30,19
00-0038996,Tucker Kraft,TE,23,2023,GB,8,5
00-0038996,Tucker Kraft,TE,23,2023,GB,78,48
00-0038996,Tucker Kraft,TE,24,2024,GB,158,108
00-0034270,Tyler Conklin,TE,23,2018,MIN,13,8
00-0034270,Tyler Conklin,TE,24,2019,MIN,2,0
00-0034270,Tyler Conklin,TE,24,2019,MIN,14,6
00-0034270,Tyler Conklin,TE,25,2020,MIN,44,25
00-0034270,Tyler Conklin,TE,26,2021,MIN,138,77
00-0034270,Tyler Conklin,TE,27,2022,NYJ,128,70
00-0034270,Tyler Conklin,TE,28,2023,NYJ,121,60
00-0034270,Tyler Conklin,TE,29,2024,NYJ,120,69
00-0036250,Tyler Davis,TE,23,2020,JAX,0,0
00-0036250,Tyler Davis,TE,24,2021,GB,8,4
00-0036250,Tyler Davis,TE,25,2022,GB,5,1
00-0030549,Tyler Eifert,TE,23,2013,CIN,90,50
00-0030549,Tyler Eifert,TE,24,2014,CIN,7,4
00-0030549,Tyler Eifert,TE,25,2015,CIN,192,140
00-0030549,Tyler Eifert,TE,26,2016,CIN,94,65
00-0030549,Tyler Eifert,TE,27,2017,CIN,9,5
00-0030549,Tyler Eifert,TE,28,2018,CIN,37,22
00-0030549,Tyler Eifert,TE,29,2019,CIN,103,60
00-0030549,Tyler Eifert,TE,30,2020,JAX,75,39
00-0033110,Tyler Higbee,TE,23,2016,LA,22,10
00-0033110,Tyler Higbee,TE,24,2017,LA,2,1
00-0033110,Tyler Higbee,TE,24,2017,LA,58,34
00-0033110,Tyler Higbee,TE,25,2018,LA,18,12
00-0033110,Tyler Higbee,TE,25,2018,LA,65,41
00-0033110,Tyler Higbee,TE,26,2019,LA,158,89
00-0033110,Tyler Higbee,TE,27,2020,LA,2,0
00-0033110,Tyler Higbee,TE,27,2020,LA,123,81
00-0033110,Tyler Higbee,TE,28,2021,LA,13,7
00-0033110,Tyler Higbee,TE,28,2021,LA,134,78
00-0033110,Tyler Higbee,TE,29,2022,LA,146,74
00-0033110,Tyler Higbee,TE,30,2023,LA,108,62
00-0033110,Tyler Higbee,TE,31,2024,LA,18,11
00-0033110,Tyler Higbee,TE,31,2024,LA,18,12
00-0032214,Tyler Kroft,TE,23,2015,CIN,30,19
00-0032214,Tyler Kroft,TE,24,2016,CIN,11,4
00-0032214,Tyler Kroft,TE,25,2017,CIN,124,82
00-0032214,Tyler Kroft,TE,26,2018,CIN,6,2
00-0032214,Tyler Kroft,TE,27,2019,BUF,19,13
00-0032214,Tyler Kroft,TE,28,2020,BUF,40,28
00-0032214,Tyler Kroft,TE,29,2021,NYJ,32,19
00-0032214,Tyler Kroft,TE,30,2022,SF,10,6
00-0033742,Tyrone Swoopes,TE,25,2019,SEA,2,0
00-0030470,Vance McDonald,TE,23,2013,SF,2,1
00-0030470,Vance McDonald,TE,23,2013,SF,20,12
00-0030470,Vance McDonald,TE,24,2014,SF,2,0
00-0030470,Vance McDonald,TE,25,2015,SF,75,45
00-0030470,Vance McDonald,TE,26,2016,SF,85,61
00-0030470,Vance McDonald,TE,27,2017,PIT,19,9
00-0030470,Vance McDonald,TE,27,2017,PIT,37,23
00-0030470,Vance McDonald,TE,28,2018,PIT,130,80
00-0030470,Vance McDonald,TE,29,2019,PIT,80,42
00-0030470,Vance McDonald,TE,30,2020,PIT,25,10
00-0024221,Vernon Davis,TE,28,2012,SF,41,29
00-0024221,Vernon Davis,TE,28,2012,SF,126,85
00-0024221,Vernon Davis,TE,29,2013,SF,11,8
00-0024221,Vernon Davis,TE,29,2013,SF,208,156
00-0024221,Vernon Davis,TE,30,2014,SF,61,35
00-0024221,Vernon Davis,TE,31,2015,DEN,0,0
00-0024221,Vernon Davis,TE,31,2015,DEN,38,18
00-0024221,Vernon Davis,TE,31,2015,DEN,0,0
00-0024221,Vernon Davis,TE,31,2015,SF,33,15
00-0024221,Vernon Davis,TE,32,2016,WAS,110,66
00-0024221,Vernon Davis,TE,33,2017,WAS,103,66
00-0024221,Vernon Davis,TE,34,2018,WAS,72,47
00-0024221,Vernon Davis,TE,35,2019,WAS,24,14
00-0032188,Vince Mayle,TE,26,2017,BAL,0,0
00-0028142,Virgil Green,TE,24,2012,DEN,11,6
00-0028142,Virgil Green,TE,25,2013,DEN,2,1
00-0028142,Virgil Green,TE,25,2013,DEN,10,3
00-0028142,Virgil Green,TE,26,2014,DEN,1,0
00-0028142,Virgil Green,TE,26,2014,DEN,20,14
00-0028142,Virgil Green,TE,27,2015,DEN,3,1
00-0028142,Virgil Green,TE,27,2015,DEN,35,23
00-0028142,Virgil Green,TE,28,2016,DEN,52,30
00-0028142,Virgil Green,TE,29,2017,DEN,37,23
00-0028142,Virgil Green,TE,30,2018,LAC,7,6
00-0028142,Virgil Green,TE,30,2018,LAC,46,27
00-0028142,Virgil Green,TE,31,2019,LAC,23,14
00-0028142,Virgil Green,TE,32,2020,LAC,14,11
00-0022054,Visanthe Shiancoe,TE,32,2012,NE,-2,-2
00-0034159,Will Dissly,TE,22,2018,SEA,36,28
00-0034159,Will Dissly,TE,23,2019,SEA,74,51
00-0034159,Will Dissly,TE,24,2020,SEA,59,35
00-0034159,Will Dissly,TE,25,2021,SEA,48,28
00-0034159,Will Dissly,TE,26,2022,SEA,87,53
00-0034159,Will Dissly,TE,27,2023,SEA,40,23
00-0034159,Will Dissly,TE,28,2024,LAC,110,60
00-0038394,Will Mallory,TE,24,2023,IND,39,21
00-0038394,Will Mallory,TE,25,2024,IND,5,1
00-0036640,Zach Davidson,TE,26,2024,BUF,0,0
00-0030061,Zach Ertz,TE,23,2013,PHI,107,71
00-0030061,Zach Ertz,TE,24,2014,PHI,137,79
00-0030061,Zach Ertz,TE,25,2015,PHI,161,86
00-0030061,Zach Ertz,TE,26,2016,PHI,176,98
00-0030061,Zach Ertz,TE,27,2017,PHI,43,25
00-0030061,Zach Ertz,TE,27,2017,PHI,180,112
00-0030061,Zach Ertz,TE,28,2018,PHI,8,3
00-0030061,Zach Ertz,TE,28,2018,PHI,270,154
00-0030061,Zach Ertz,TE,29,2019,PHI,211,123
00-0030061,Zach Ertz,TE,30,2020,PHI,64,30
00-0030061,Zach Ertz,TE,31,2021,ARI,14,11
00-0030061,Zach Ertz,TE,31,2021,ARI,112,59
00-0030061,Zach Ertz,TE,31,2021,PHI,47,29
00-0030061,Zach Ertz,TE,32,2022,ARI,110,63
00-0030061,Zach Ertz,TE,33,2023,ARI,48,21
00-0030061,Zach Ertz,TE,34,2024,WAS,35,19
00-0030061,Zach Ertz,TE,34,2024,WAS,169,103
00-0035222,Zach Gentry,TE,23,2019,PIT,1,0
00-0035222,Zach Gentry,TE,25,2021,PIT,36,17
00-0035222,Zach Gentry,TE,26,2022,PIT,32,13
00-0025425,Zach Miller,TE,27,2012,SEA,28,20
00-0025425,Zach Miller,TE,27,2012,SEA,93,55
00-0025425,Zach Miller,TE,28,2013,SEA,10,5
00-0025425,Zach Miller,TE,28,2013,SEA,100,67
00-0025425,Zach Miller,TE,29,2014,SEA,14,8
00-0027125,Zach Miller,TE,31,2015,CHI,108,74
00-0027125,Zach Miller,TE,32,2016,CHI,118,71
00-0027125,Zach Miller,TE,33,2017,CHI,52,32
00-0035676,A.J. Brown,WR,22,2019,TEN,11,7
00-0035676,A.J. Brown,WR,22,2019,TEN,213,161
00-0035676,A.J. Brown,WR,23,2020,TEN,242,172
00-0035676,A.J. Brown,WR,24,2021,TEN,25,20
00-0035676,A.J. Brown,WR,24,2021,TEN,139,89
00-0035676,A.J. Brown,WR,25,2022,PHI,34,21
00-0035676,A.J. Brown,WR,25,2022,PHI,292,204
00-0035676,A.J. Brown,WR,26,2023,PHI,280,174
00-0035676,A.J. Brown,WR,27,2024,PHI,36,25
00-0035676,A.J. Brown,WR,27,2024,PHI,213,146
00-0027942,A.J. Green,WR,24,2012,CIN,287,190
00-0027942,A.J. Green,WR,25,2013,CIN,283,185
00-0027942,A.J. Green,WR,26,2014,CIN,191,122
00-0027942,A.J. Green,WR,27,2015,CIN,267,181
00-0027942,A.J. Green,WR,28,2016,CIN,186,120
00-0027942,A.J. Green,WR,29,2017,CIN,211,136
00-0027942,A.J. Green,WR,30,2018,CIN,144,98
00-0027942,A.J. Green,WR,32,2020,CIN,105,58
00-0027942,A.J. Green,WR,33,2021,ARI,140,91
00-0027942,A.J. Green,WR,34,2022,ARI,54,30
00-0029654,A.J. Jenkins,WR,22,2012,SF,0,0
00-0029654,A.J. Jenkins,WR,23,2013,KC,22,14
00-0029654,A.J. Jenkins,WR,24,2014,KC,18,9
00-0038612,A.T. Perry,WR,24,2023,NO,61,49
00-0032441,Aaron Burbridge,WR,23,2016,SF,16,9
00-0030540,Aaron Dobson,WR,22,2013,NE,5,3
00-0030540,Aaron Dobson,WR,22,2013,NE,111,74
00-0030540,Aaron Dobson,WR,23,2014,NE,7,4
00-0030540,Aaron Dobson,WR,24,2015,NE,27,14
00-0030550,Ace Sanders,WR,22,2013,JAX,109,58
00-0030550,Ace Sanders,WR,23,2014,JAX,12,6
00-0032009,Adam Humphries,WR,22,2015,TB,49,25
00-0032009,Adam Humphries,WR,23,2016,TB,125,70
00-0032009,Adam Humphries,WR,24,2017,TB,128,67
00-0032009,Adam Humphries,WR,25,2018,TB,187,111
00-0032009,Adam Humphries,WR,26,2019,TEN,6,2
00-0032009,Adam Humphries,WR,26,2019,TEN,86,50
00-0032009,Adam Humphries,WR,27,2020,TEN,37,20
00-0032009,Adam Humphries,WR,28,2021,WAS,75,34
00-0030035,Adam Thielen,WR,24,2014,MIN,26,18
00-0030035,Adam Thielen,WR,25,2015,MIN,35,23
00-0030035,Adam Thielen,WR,26,2016,MIN,191,122
00-0030035,Adam Thielen,WR,27,2017,MIN,15,6
00-0030035,Adam Thielen,WR,27,2017,MIN,236,145
00-0030035,Adam Thielen,WR,28,2018,MIN,300,187
00-0030035,Adam Thielen,WR,29,2019,MIN,8,3
00-0030035,Adam Thielen,WR,29,2019,MIN,114,84
00-0030035,Adam Thielen,WR,30,2020,MIN,222,156
00-0030035,Adam Thielen,WR,31,2021,MIN,196,129
00-0030035,Adam Thielen,WR,32,2022,MIN,172,102
